IntentID,IntentName,Query,Response,,,
,股票,變盤,變盤通俗講就是向相反方向走牛或走熊，或者說空頭市場與多頭市場的轉變,,,
,股票,補跌,補跌是指你買的股票在指數下降（大盤下跌）時沒怎麼降，也許還升了，過了幾天，指數盤整或上升（大盤上漲）時，你股票股價反而下降了。有機構和大戶在拉高或著不想讓它大跌，因為他們出不了他們手裡的貨，等到指數上升時他們再出這樣有不知道原因的散戶接盤，他們就可以趁機脫手了或者慢慢出貨了。,,,
,股票,波周期,指通過波浪的形式表現出來的市場行情變動周期。是運用圖表進行技術分析時經常使用的一個專業術語。,,,
,股票,保護性止損,當損失達到一定的程度時，立即對沖了結先前進行的造成該損失的交易，以便把損失限定在一定的範圍之內。,,,
,股票,跛腳鴨,跛腳鴨在西方特指冒險失敗的投機者或股票交易中資不抵債的個體，由美國南北戰爭時期的獵鴨術語引申而來。,,,
,股票,波段,股市高拋低吸的操作。在運用波段操作時必需要依據波段行情的運轉特征，制訂和施行波段操作的方案和方案。,,,
,股票,報告期,報告期是基期的對稱，是指在計算動態分析指標時，需要說明其變化狀況的時期。報告期通俗地講就是完成某項活動並報告活動成果的時期。報告期是對某項活動的總結，在報告期內和報告期外，同樣性質的活動可能規定的標準和享受的政策保障會不一樣。所以，一定要在確保該項活動真的已經完成並且需要報告時再定下日期。,,,
,股票,保證金實際維持率,指客戶剩餘的保證金(帳面上的)占其所購股票當時市價總值的百分比,,,
,股票,板牌競價,在股票的競價買賣中，買賣各方的買價和賣價均書寫在板牌上，經紀人通過板牌競價直至成交。,,,
,股票,被提名股東,指個人股東委托並代理承擔股東名義的法人或自然人。,,,
,股票,被收購人,被收購人是指上市公司收購所指向的目標，即被收購的上市公司。被收購人是一個比較籠統的概念，具體包括被收購公司、被收購公司的股東和被收購公司的董事會。,,,
,股票,暴跌,指大盤或個股在某種利空消息的刺激下，股民發生恐懼性拋售，造成股指、股價在極短時間內急速下跌的一種非理性舉動。,,,
,股票,波林格區間,技術分析的一種方法，在收盤價的移動平均線上下一個標準差處各畫一條線，便形成波林格區間。標準差量度價格的波動性，因此，這些區間隨波動性的變化或縮窄或擴大，即市場平靜時，區間縮小，市場波動時，區間擴大。區間縮窄意味著新趨勢的開始，這可從價格出現突破並收於區間之外得以證實。波林格區間可用於任何價格走勢圖，但最常見的是與柱狀圖一起使用。,,,
,股票,表決權信托憑證,表決權信托憑證是指一種可轉讓的憑證，證明股票已存入表決權信托，確認股東已放棄其表決權利。,,,
,股票,背離信號,"指在股價、成交量、均線、指標等多元因素不斷運行變化過程中,這些因素中的任意兩種因素產生不同的運行方向就形成背離信號。",,,
,股票,倍數壓縮,倍數壓縮指雖然公司盈利良好，但股價不變，甚至下跌，造成市盈率下跌，但其實公司的基本面並沒有問題的情況。股票的估值值得商榷，其實唯一不同的是投資者願意對這種股票支付的價格。,,,
,股票,倉位,倉位是指投資人實際投資和實有投資資金的比例。,,,
,股票,次級移動,次級移動是指市場行情在初期發生變動基礎上所做出的反應性變動，又稱“次級反應與回覆”(Secondary Reactions and Rallies)，是道氏理論(Dow Theory)的三個基本前提之一。次級移動是對基本趨勢的反動，干擾了主要趨勢的發展，在多頭市場，它表示為上升中的下跌，在空頭市場，它是反彈，通常要持續2周至9個月。,,,
,股票,除權除息日,除權除息日是指上市公司發放股息紅利的日子，股權登記日下一個交易日即是除權除息日。,,,
,股票,催化劑事件,指導致股價脫離過去走勢出現大幅上漲或下跌的事件。,,,
,股票,炒股,炒股就是買賣股票，靠做股票生意而牟利。炒股的核心內容就是通過證券市場的買入與賣出之間的股價差額，實現套利。股價的漲跌根據市場行情的波動而變化，之所以股價的波動經常出現差異化特征，源於資金的關註情況，他們之間的關係，好比水與船的關係。水溢滿則船高（資金大量涌入則股價漲），水枯竭而船淺（資金大量流出則股價跌）。買了股票其實就是買了企業的所有權。“股市有風險，入市需謹慎”這句話是每個投資者都應該牢記在心的。,,,
,股票,重組股,重組股是指由於業績不佳或其它原因，正在被重新組織、重新整合過程中的股票。,,,
,股票,超短線,短線就是買進後，持股時間較短而獲利相對較高的一種操作方法。然而持股時間的長短是一個相對量，我們一般把持股時間在1-2天的短線操作，稱為超短線。,,,
,股票,沖高回落,沖高回落是指當日股票當日急速無量上漲，然後帶量下跌。分時圖走勢為先揚後抑，一般為早盤拉高，然後慢慢下滑，收盤拉出一根上影線。,,,
,股票,持有人,在結算中指持有票據(匯票、支票或本票)並有權要求按票據給定的金額得到相應貨幣支付的任何人。一般來說，持票人可以是票面上所記載的受款人(Payee)、經前手特別背書(Special Endorsement)後而取得票據權益的受背書人(Endorsee)、不記名匯票(Bearer Bill)的持有人和經前手空白背書而取得票據的受讓人,,,
,股票,初級移動,初級移動又稱主要趨勢(Major Trend)。是道氏理論(Dow Theory)的三個基本前提之一，特指市場行情最初發生的變動及其所表明的市場走勢。如果初級移動所代表的是市場行情的長期上漲趨勢，通常都是指多頭市場。如果它所代表的是長期下跌趨勢，則常常指空頭市場。,,,
,股票,持股結構,持股結構是指股票投資者持有股票的品種結構。主要是看持有績優股、成長股與績差股、淘汰股的比例是否恰當。績優股、成長股的股價較高，波動幅度較小，適於中長線投資；績差股、淘汰股的股價較低，波動幅度較大，適於短線投資。投資者欲獲取高收益，主要應持有適於中長線投資的績優股、成長股，而對適於短線投資的有題材的績差股則應適時進行有利於在短期內獲取高收益的品種調換。,,,
,股票,持股成本,持股成本是指股東為取得手中的投票所付出的代價。就最一般的意義而言，持股成本就是股票的現行市價，因為股東通常是從市場上買入股票。,,,
,股票,持續性缺口,指漲升或下跌過程中出現的缺口，持續性缺口常在股價劇烈波動的開始與結束之間一段時間內形成。,,,
,股票,炒新股,炒新股是指在新股上市首日進行買入交易，擇時賣出，從中賺取收益。,,,
,股票,參與分配權,是優先清算權的另一部分，是指創業家需要在評估交易的價值時按比例計算。優先股參與分配權決定著在初次優先權之後如何向投資者分配剩下的權益。,,,
,股票,除牌,除牌是指取消上市公司股票在交易所售賣權的行為。股票的上市公司因不按時呈交財務報告、不按時出年報，或小向股東交代公司的重要變動等特殊情況，交易所視事件嚴重程度實施除牌、停牌等干預措施。,,,
,股票,差額買入,差額買入是指在證券交易所內，經紀人收到的買人某種股票的指令超過了他收到的賣出該種股票的指令，此時，他可以將買入與賣出股票的數量相抵消，然後儀將買人超過賣出部分的差額買入。,,,
,股票,成交手數,成交手數是指買賣在二級市場上雙方達交易成所表現出來的股票的數量。現在股票交易所用手方便表示成交數量，各類炒股軟體中的成交量一般用“手”表示，一手等於一百股。,,,
,股票,錯配,"1、債務期限與投資時間之間的顯著差異,比如以短期債務為長期投資融資,會有資金周轉不靈的風險；2、指在交易市場上，空頭交易頭寸與多頭頭寸不相配的情況。在市場投資中，錯配通常會導致風險和損失，但也相對的，有時候也會帶來意外的收益。",,,
,股票,創業板超募,創業板超募是指發生在創業板的超募資金現象。在中國，企業上市計劃募集資金額度是由發行比例、凈利潤以及市盈率三個因素決定的。其中，招股說明書中需寫明發行比例，一旦確認，就無法根據市場情況隨時更改，若有改動，就要重新過會發審委。創業板的超募現象，是中國證券市場的一個突出現象，需要說明的是，超募並不只是創業板的特有現象，主板和中小板也同樣存在超募現象，但與主板、中小板存在的超募現象相比，創業板的超募更為典型並有其獨特的特點。,,,
,股票,除息價格,除息價格是指在金融中，相對於債券的含息價格而言的，指債券除去應計利息（自上次付息日以來所累積的利息）的價格。一般來說，除息價格如果發生變化，一般是因為經濟原因，如利率變化或債券發行除息報價=股息登記日收盤價-每股現金股利(股息),,,
,股票,炒地圖,炒地圖指在國家區域經濟政策或區域大事件的影響下，股市中相關區域的 上市公司股價上漲，股民為牟利而爭相購買該股票的行為。,,,
,股票,場外配資,場外配資是指融資融券以外的，所謂的股票配資公司公開的借錢炒股。,,,
,股票,承銷利差,承銷利差是指證券經營機構在規定的發行有效期限內將證券銷售出去所帶來的收益與該項投資的成本的差額。承銷利差是隨著用收益率標準差衡量的證券總風險的增加而增加的。,,,
,股票,除凈日,除凈日”是香港市場術語，內地市場術語叫“除權日”，英語叫做Ex-date。在股市指一個特定日期，如果某一上市公司宣佈同時派發股息及其它非現金權益(例如紅利股份、紅利認股權證、以折讓價供股等)，在除凈日之前一日持有它的股票的人士(即股東)可享有全部該等權益，在除凈日當日或以後才買入該股票的人則不能享有該等權益。除凈日與除息日、除權日是同一概念，它們的差別在於涉及權益的形式。由於在除凈日當日買入股票的人已不能享有該等權益，交易所會在除凈日開市前自動把該股票的上一交易日收市價扣減該等權益的價值，定為該股票的開市參考價。,,,
,股票,承諾收益率,指一些理財機構為了讓其產品取信於投資者而事前向購買方承諾該理財產品的收益率能夠達到一定的標準或者高度。承諾收益率利用了投資者渴望高回報的心理，在中國法律上是禁止的，如《證券投資基金法》明令禁止基金管理人“向基金份額持有人違規承諾收益或者承擔損失”。,,,
,股票,倉位管理,倉位管理是指根據個股機會好壞和大盤環境決定動用倉位的大小。,,,
,股票,倉位控制,指根據當前市場狀況決定投入股市資金所占的比例。倉位控制事實上是一種風險控制的手段。,,,
,股票,炒礦隊,這群人通常聯合作戰，共同進退；同時他們只對礦業股題材情有獨鍾，不碰其他股票，還在另外兩隻礦業股上大獲其利；而且每當他們重倉買入之後公司都會有重磅利好公佈，我們暫且稱其為“炒礦隊”,,,
,股票,抽血效應,抽血效應”是一個比喻，在新股發行時，當前市場就會流出大量資金去申購新股，造成二級市場上的存量資金減少，大盤指數也會相應下跌。這就是將市場上的資金比喻成血，資金被大量抽出買新股，就像一個人被抽出一分部血液，精神狀態也相應地不如平時那麼好，所以，就是抽血效應。,,,
,股票,長陰,股票中長陰是指大盤指數每天往下進行震蕩跌。由跌不多，第二天又漲一點的大盤指數及相關數字。長陰，股指走勢一樣也是先升後回落落下的數據表示現象。 　,,,
,股票,搭配增資,是指股份公司向原股東分攤新股時，僅讓股東支付發行價格的一部分就可獲得一定數額股票的方式。,,,
,股票,打新股,指不是以長期投資持有為出發點來參與新股IPO申購，而是在新股上市後立即賣出的交易行為。,,,
,股票,單位股本資本成+C221本,普通股和少數股東權益的機會成本。,,,
,股票,底部放量滯漲,指股票在相對底部橫盤數日之後，突然出現放量，但是大盤指數或者個股股價，沒有明顯上升，大盤股票和個股股價的上漲幅度和成交量的放大幅度不匹配。底部放量滯漲一般是由於主力在試盤，看上方拋壓的大小，當然對於個股的底部放量滯漲也有可能是個股長時間沒有主力關註或者是個股解禁出現放量，但是這種情況極少，這就需要對於底部放量滯漲現象具體問題具體分析。當大盤和個股出現底部放量滯漲時，投資者一定要分析底部放量滯漲是技術反彈需要還是莊家試盤所致，根據底部放量滯漲的具體原因具體分析，然後再根據底部放量滯漲操作技巧進行相應的操作，但同時需警惕底部放量滯漲的風險。,,,
,股票,低位放量滯漲,低位放量滯漲指股票在相對低位徘徊數日，突然一天出現量能超過前期，但是價格卻沒有明顯上升，股價的上漲幅度與成交量的幅度不相匹配，一般碰到這樣的情況是由於主力試盤的跡象，看拋壓的大小，當然也有另一種情況，就是一隻股票長時間沒有主力關註或者解禁，出現放量，這樣的情況屬極少數，這需要具體問題具體分析。,,,
,股票,對敲轉賬,指經紀商以低價買進股票，並收了客戶的佣金，再以高價售給另一客戶，從中再賺取差價利潤，這是轉賬交易的一種方式。,,,
,股票,低碳板塊,低碳經濟股板塊，是指以低能耗、低排放、低污染為基礎模式的板塊，其實質是提高能源利用效率和創建潔能源結構，核心是技術創新、制度創新和發展觀的轉變,,,
,股票,大盤跳水,指大盤指數短時間內從高點短時間內降到低點(即短時間內，從高點位到低點位的差值過大），造成綜合指數瞬間暴跌的現象。,,,
,股票,對倒拉升,"指坐莊主力通過幾個不同賬戶之間自買自賣造成盤口買方虛假強勢，誘導散戶投資者跟風買入,達到使股價快速沖高的目的的操作行為。對倒是主力與主力之間通過協商，一方把籌碼倒給另一方，通常發生在某一個價位區域，但實際成交的價格與協議的價格有相當差異。",,,
,股票,單邊行情,指股市中的股指走勢只朝著一個方向，或者是只漲不跌，或者是只跌不漲的情況。單邊上漲，或者單邊下跌，盤內不會有大幅震蕩，當然小幅震蕩是難免的，但是大的趨勢是永遠朝著一個方向。單邊行情，有瀑布式的單邊，也有鋸齒行情，逐步上行或下行的單邊是指某天或某段時間內，股票或行情幾乎不發生任何調整，直接向上或者向下的行情。,,,
,股票,大單壓盤,指利用大筆的資金將股價壓制在一個較低的位置，以便於其在低位吸籌，降低自身買入成本的行為。,,,
,股票,大單托盤,指股票交易中有較大的單在買委托中出現的情況。,,,
,股票,對敲出貨,指主力利用較大的手筆大量對敲，製造該股票被市場看好的假象，蓄意串通，按照事先約定的方式或價格進行交易或互為買賣，通過震倉洗盤、價格拉升達到預計要求，股評家也都長線看好，股價再次以巨量上攻，這時主力開始出貨，從盤口看往往是盤面上出現的賣二，賣三上成交的較大手筆。,,,
,股票,多空分歧,指看空者與看多者均無法達成一致，導致大盤只是在一個狹窄的區間里波動，上下兩難。,,,
,股票,放空比率,放空比率是指計算一個特定時點，個別股票或整個市場融券放空的數量占一段時間內平均成交量的比值，也就是說，當所有融券戶要回補股票時，所需的大約天數。,,,
,股票,定增產品,基金專戶資產管理計劃把投資者的資金通過項目募集的方式申購定向增發的股票。,,,
,股票,對沖策略,指同時在股指期貨市場和股票市場上進行數量相當、方向相反的交易，通過兩個市場的盈虧相抵，來鎖定既得利潤（或成本），規避股票市場的系統性風險。具體做法是，已持有股票組合的投資者，預期股市面臨下跌風險，但手上持有的股票難以在短時間內迅速賣出，那麼就可以在期貨市場上賣空一定數量的股指期貨，如果大盤下跌，股指期貨交易中的收益可以彌補股票組合下跌的損失，達到分散股票市場下跌風險的目的。,,,
,股票,大單凈量,指大單凈買入股數與流通盤的百分比比值。,,,
,股票,低位吸貨,"指在價格下跌後以較低的價格買進,放貨是指在高在價位有次序的賣出。",,,
,股票,大單掛單,指一種相對定式的盤口信號。,,,
,股票,多頭對沖,如果投資者在未來一段時間內(如3個月)有現金流流入，計劃購買國債，擔心利率下跌帶來國債價格上漲，導致構造成本增加，投資者可以購買國債期貨多頭合約對沖特定時間內國債價格上漲的風險。,,,
,股票,短線選股,指投資者若能掌握大盤企穩時，炒短線的時候對股票的選擇。,,,
,股票,頂背離,指股價（指K線）是上漲的，高點一個比一個高，均線也是一波一波向上排列的，而指標（MACD或KDJ都可以）卻是向下的，即一波一波向下走，高點一個比一個低，這就說股價與指標背離了，叫“頂背離”,,,
,股票,底背離,指股市中，如果股價（指K線）是下跌的，低點一個比一個低，均線也是一波一波向下排列的，而指標（MACD或KDJ都可以）卻是向上的，即一波一波向上走，高點一個比一個高，這就說股價與指標背離了，叫“底背離”。,,,
,股票,動態盤口,指買盤顯示單、賣盤顯示單、成交盤。,,,
,股票,大盤黃線,指不考慮股票盤子的大小，而將所有股票對指數的影響看作相同而計算出的大盤指數。大盤不含加權的指標，即不考慮股票盤子的大小，而將所有股票對指數影響看作相同而計算出來的大盤指數。,,,
,股票,大盤白線,大盤白線表示大盤加權指數，證交所每日公佈的大盤實際指數。,,,
,股票,戥倉,指持大量股票者，估計股市將會下跌，但不想賣出股票，又想減輕風險，就沽出一定數量的期貨對沖，叫做戥倉。,,,
,股票,頂格申購,每隻新股都設置有申購上限，如果申購的股數達到了申購上限就叫頂格申購。比如一支新股每個賬戶的申購上限是30000股，在申購了30000股後就是頂格申購。,,,
,股票,大小非減持,是非是指非流通股，由於股改使非流通股可以流通。持股低於5%的非流通股叫小非，大於5%的叫大非。非流通股可以流通後，他們就會拋出來套現，就叫減持。因為大非一般都是公司的大股東，戰略投資者，一般不會拋，小非則是許多年的不流通，一但流通，又有很大獲利，很多都會套現的。,,,
,股票,斷崖式下跌,指股票或價格突然遇到比現在價格低一定幅度的大量拋盤，然後股價就一直在拋盤價位成交。相反的，“斷崖式上漲”用直線拉升來形容。,,,
,股票,大策略內參,行股10多年曆經三輪大型牛熊市的團隊為滿足廣大投資者對技術獨特、理念先進，並且具備高實戰性和高準確性股票內參軟體的迫切需求。,,,
,股票,多因數投資策略,多因數策略是一種應用十分廣泛的選股策略，其基本思構想就是找到某些和收益率最相關的指標，並根據該指標，建一個股票組合，期望該組合在未來的一段時間跑贏或者跑輸指數。如果跑贏，則可以做多該組合，同時做空期指，如果是跑輸，則可以做多期指，融券做空該正與向阿爾法收益組合，賺取反向阿爾法收益。多因數模型的關鍵是找到因數與收益率之間的關聯性。,,,
,股票,低位量價齊升,指在空頭市場中，出現一波量價均能突破前一波高點的反彈時，往往表示空頭市場的結束,,,
,股票,低位量堆地,股票的成交量變化在底部時一般有兩種特征：一種是成交量在低位底部從某天起突然放大，然後保持一定的幅度，幾乎每天都維持在這個水平，在日線圖上股價小幅上漲，下跌時常常出現十字星狀；另一種是成交量從某一天起逐步放大，並維持這種放大趨勢，股價常常表現為小幅持續上漲，說明主力已沒有耐心或時間來慢慢進貨，不得不將股價一路推高邊拉邊吸。 這叫做低位量堆地。,,,
,股票,兜底式增持,"指A股在一次又一次的下跌後，為了表現自己的護盤決心，不少上市公司董事長或大股東發出了諸如""虧了算我的""這樣的護盤強音。即，本公司員工因增持自己公司股票產生的虧損，將予以全額補償；收益則歸員工個人所有。",,,
,股票,短線投機,"短線投機十分忌諱低位補倉,常常是越買越套，越補越多，最後不可收拾。短線投機急功近利，判斷對了馬上就賺錢，這是對你判斷正確的獎賞。錯了馬上就要認賠，止損出局。",,,
,股票,二日反轉,二日反轉是一種從反轉過程所需時間的角度來定義的反轉形態，指市場價格的反向走勢要經過連續兩日才最後確定下來的反轉行情。,,,
,股票,二次探底,指有部分股民是在股價的底部由於恐慌而割肉出逃，但是也有部分股民是在股價底部過後，擔心再度出現之前的下跌，在股價稍有上漲以後賣出股票，因此有時股價出現底部之後，會在短時間之後再度出現一個底部，這個過程被稱為二次探底，二次探底是普遍存在的。如果股價在二次探底的時候，不突破原先的低點，那麼我們認為股價在之後將穩定上漲，否則仍將存在跌勢。所以簡單而言，“二次探底”就是說經濟狀況可能比前段時間出現的經濟危機變得更糟糕。,,,
,股票,惡性增資,指當一項投資項目已投入了大量資源(產生了不可輓回的沉澱成本)且前景堪憂時，企業決策者並沒有果斷終止，反而繼續增加投資，從而造成更為嚴重的損失。,,,
,股票,二八轉換,指大盤藍籌板塊與中小市值板塊的熱點轉換。,,,
,股票,二級分倉,指信托或資管計劃依托於配資系統設立一隻母賬戶之後，將其旗下子單元賬戶進行的二次拆分，並以二級子賬戶提供配資、交易的業務模式。,,,
,股票,非系統風險,稱非市場風險或可分散風險。是指只對某個行業或個別公司的證券產生影響的風險，它通常是由某一特殊的因素引起，與整個證券市場的價格不存在系統、全面的聯繫，而只對個別或少數證券的收益產生影響。是發生於個別公司的特有事件造成的風險，例如，公司的工人罷工，新產品開發失敗，失去重要的銷售合同，訴訟失敗或宣告發現新礦藏，取得一個重要合同等．,,,
,股票,放量下跌,單來說，就是在股價下跌的同時，成交量也同時放大（與前幾個交易日相比較）。所謂放量是指放大了成交量，比如平常每天成交量是幾百萬手，突然一天成交量達到幾千萬手，這就叫放量。放量交易是代表了這隻股票會出現行情，或漲或跌那就要具體的分析。放量或縮量從任何軟體當然是指股票軟體上都會看到的。,,,
,股票,反稀釋條款,用於優先股協議中的一個條款，是指在目標公司進行後續項目融資或者定向增發過程中，私募投資人避免自己的股份貶值及份額被過分稀釋而採取的措施,,,
,股票,反轉日,指市場行情發生反轉性變動的交易日。反轉日通常發生在市場行情變動曲線的頂部或底部。,,,
,股票,發售日,發售日是指證券承銷商或集團承購證券後開始向社會公眾出售證券或股票的首發日,,,
,股票,發散形,指市場價格走勢在接近某一高點或低點後，不再繼續向這一點收斂(Convergence)，而是在接近這一點前開始出現離散傾向，從而使市場行情變動曲線呈現一種反收斂的狀態。,,,
,股票,反向操作投資人,反向操作投資人是指那些看法與市場多數意見相反，操作方向與當前趨勢相逆的投資人。 例如，在大部分市場人士仍在積極拋售股票時，反向操作者會擇機買進，因其相信賣壓可能已接近完全釋盡，或者市場已進入超賣狀況。,,,
,股票,反向股票分割,指將公司已發行的股份數量縮小至少量股份，而股東所持股份的比例不變，亦不會對股東造成損失。這不如股票分割常見，通常只在股價較低時出現。這一行動會抬高股票的名義價格，但不會影響股票的價值，因為每一縮小數量的股份卻代表對公司更多的所有權，也稱“逆股票分割”(negative stock split)。,,,
,股票,風格輪動,指股票市場中具有對立分類屬性的股票池的走勢相對強弱隨市場狀況變化而變化的現象。,,,
,股票,放量震倉,由於成交量和股價的關係以及某些利空因素或股價大幅下跌所致，引起了低成本獲利盤的集中拋出，因此造成了放量的現象，即形成放量震倉。,,,
,股票,放量,量是成交量，成交量比前一段時間成交明顯放大。例如，昨天全天的成交量是1億，今天忽然變成4億了，就是放量。如果今天變成了1.1億，就不算。放量是相對而言的，昨天1億，今天變成1.5億，你也可以說它放量了。,,,
,股票,放量上漲,指成交量大幅增加的同時，個股的股價也同步上漲的一種量價配合現象。量增價漲通常是在股價在低位狀態下運行一段時間，後出現在上升行情中，而且大部分是出現在上升行情的初期，也有小部分是出現在上升行情的中途。,,,
,股票,ABI 指標,"即絕對廣量指標，屬於大勢型的動量指標。本指標不以價格趨勢為目標，主要的設計目的，是為了偵測市場潛在的活躍度。可以將ABI想像成“極端指標”，ABI的數據越高，表示整體市場的漲跌家數差異越大。一般情況下，市場行情有漲有跌，而上漲家數多於下跌家數，或者下跌家數多於上漲家數，原本就是正常現象。但是，當上漲家數與下跌家數的差異大幅增加時，則另外有其特殊的意義存在。由於行情大漲或大跌的關係，股市通常容易出現漲跌一面倒的行情，而ABI指標正是針對這種""極端""行情而設計的。",,,
,股票,阿姆氏指標,ARMS屬於大勢指標，是一種判斷整體股市反轉點的分析工具。本指標是以上市公司漲跌家數的比例，結合漲跌股數成交量比率，對照兩存之間關係的變化，所求出的一條比率線。這一條比率線，可以偵測成交量的流向。當ARMS指標低於1時，代表大部分成交量流向上漲股。相反的，當指標高於1時，代表大部分成交量流向下跌股。換句話說，當指標低於1時，一般被視為客人市場。指標高於1時，一般被視為空頭市場。,,,
,股票,艾達透視指標,是一種新的技術指標，它是由專業的投資家、知名技術分析師以及開業的精神醫師亞歷山大·埃爾德(Alexander Elder)博士在1989年所設計，其名稱由來是源自於X光，醫生透過X光觀察表層皮膚之下的骨骼結構，交易者可以經由艾達透視指標，觀察市場錶面之下的多頭與空頭力道。,,,
,股票,安德魯斯中數軌道,是由艾倫·安德魯斯博士首創。該方法又稱“安德魯斯長叉”、“中線法（ML）”、“安德魯斯直線”、“阻擋中線（M.L.R）”等。,,,
,股票,阿隆指標,是由圖莎爾·錢德（Tushar Chande)發明的，它通過計算自價格達到近期最高值和最低值以來所經過的期間數，幫助投資者預測證券價格從趨勢到區域區域或反轉的變化。阿隆指標是1995年發明出的指標。在技術分析領域中，有一個說法，一個指標使用的人越多，其效力越低。如果這種說法成立，越晚面市低指標，效果越好。,,,
,股票,ABV指標,主要表示不同時間段資金量的對比變化，並從這種變化的相互關係中更明確地表達資金量的增減變化，從而有效地判斷主力資金進出股票的狀況。,,,
,股票,BOLL指標,又叫布林線指標，其英文全稱是“Bolinger Bands”，是用該指標的創立人約翰·布林格(John Bollinger)的姓來命名的，是研判股價運動趨勢的一種中長期技術分析工具。,,,
,股票,寶塔線指標,寶塔線指標又稱為TOWER指標是以（虛體，實體）的實體棒線來劃分股價的漲跌，及研判其漲跌趨勢的一種線路，也是將多空之間拼殺的過程與力量的轉變表現在圖中，並且顯示適當的買進時機，與賣出時機。TOWER指標是一種與K線及點狀圖相類似並註重股價分析的中長期技術分析工具。,,,
,股票,擺動指數,擺動指數(或稱震蕩量指標)是計算當日收市價與「N」日的平均收市價之比率。震蕩量是動量指標的另一表現形式，一般用百分比值來加以計算。其內涵是以當日收盤價除以N日前收盤價，再乘以100。擺動指數主要有3種：RSI（相對力度指數），KDJ（隨機指數）和MTM（動力指數）。,,,
,股票,CR指標,又稱價格動量指標，它能夠大體反映出股價的壓力帶和支撐帶，彌補AR、BR的不足,,,
,股票,承接因數指標,"從籌碼分佈演化而來的一個指標，其市場含義就是以當天的換手率需要多少天才能把這些籌碼都承接下來，其取值範圍是【0,＋∞】。從該指標的定義和演算法可看出，承接因數越大，意味著以較小的成交量就可維持較大的獲利盤，說明市場上持股者的信心比較強。",,,
,股票,成本均線,在計算中考慮了成交量的作用，可以真實的反應最後的持股人的成本。CYC指標分5日、13日、34日及∞（無窮）四條線，前三條線為市場交易中大盤或某隻個股最近該日內買入股票者的平均建倉成本，∞線是大盤或某隻個股所有持籌者的平均建倉成本。,,,
,股票,籌碼分佈指標,（CYQ）是將市場交易的籌碼畫成一條條橫線，其數量共100條，該橫線在價格空間內所處的位置代表指數或股價的高低，其長短代表該價位籌碼數量的多少。該指標由陳浩於1997年發明，並被投資者所知。詳情可見《籌碼分佈》一書。,,,
,股票,籌碼鎖定指標,又叫鎖定因數，英文全稱Lock Factor of Stock，縮寫LFS。投資者買入股票後，就會有兩種行為：一是繼續持股，二是實施賣出。一般來說，這兩種行為之間存在一定的比例關係，籌碼鎖定指標就是體現這兩種操作行為的比例。如果持籌的比例增大表示鎖定加快，反之賣出的比例增大則表示解鎖加快。在指南針軟體里，LFS的取值範圍理論上是（0，100），但是實際上，LFS大於90，小於10都是很少出現的。,,,
,股票,成本帶寬指標,是籌碼分佈指標（CYQ）的籌碼線在價格空間內最上面一根至最下麵一根的距離，表示籌碼分佈的寬度，其值大則表示尚有炒作空間，仍可震蕩運行，值小說明已無炒作空間，需尋求突破。,,,
,股票,成交量標準差,VSTD指標又名成交量標準差，標準差是一種表示數據分散程度的統計學概念，主要是根據數據在一段時間內的波動情況計算而來的，用於描述數據的離散程度，標準差已廣泛運用在金融證券的統計分析方面。標準差是一種表示數據分散程度的統計學概念，主要是根據數據在一段時間內的波動情況計算而來的，用於描述數據的離散程度，VSTD指標最顯著的作用是在於對股價頂部的研判。成交量標準差（VSTD）就是求N周期成交量的估算標準差，該指標可很好追蹤成交量放大和縮小的趨勢。,,,
,股票,移動平均成交量指標,VOSC指標，它並非僅僅計算成交量的移動平均線，而是通過對成交量的長期移動平均線和短期移動平均線之間的比較，分析成交量的運行趨勢和及時研判趨勢轉變方向。,,,
,股票,成交動量指標,是動量指標（MTM）的變異，類似於成交量的動量指標。它計算一段時間上成交量(平均值)的比值，用以反應成交量的變化情況。,,,
,股票,成交積累,是能量潮指標（OBV）的一個變化。它不是簡單地根據收盤價的升跌來累積成交量，而是根據收盤價與最高價／最低價的關係來確定累積成交量的值，試圖更好地反映成交量累積在價格升跌方向的趨勢,,,
,股票,長下影陽線,指開盤後股價一度深跌，在低位時被買盤承接並有力上托，以一根帶長下影線的陽K線紅報收。空方力量一直非常強大，向下大幅打壓股價，但隨後股價卻被更為強大的多方力量向上推進，不僅收復了空方領地，而且使股價收陽。當長下影陽線出現於低價區或中價區是一個可信度較高的買入信號。,,,
,股票,長上影陰線,買方力量一度非常強大，將股價大幅拉升，但是在隨後多空力量的抗衡中空方占了上風，將多方苦心經營的戰果奪回，並使收盤價收在了前收盤之下。,,,
,股票,帶帽陰線,帶帽陰線是一種先漲後跌型K線。開盤後買方占上風，股價上漲，但在高價位區拋盤涌出，多方敗退，賣方一舉占居主動，以全日最低點收盤，多方全線套牢。,,,
,股票,多頭貫穿,多頭貫穿出現在一輪跌勢的末期，陰線一般為力量十足的長陰線，陽線一般低開卻最終收於陰線的中點以上，陽線越深入陰線的實體，形態就越具多頭意義。如果陽線的收盤價未超過陰線的中點，那麼應該等待隔日價格走勢的變化進行確認,,,
,股票,低位三條大陰線,指股價持續下跌一段時間後，在低位連續出現的三條較大的陰線(見下圖)。三條大陰線的出現，表明股價已跌近底部，後市會出現幾天的反彈行情，可在此買進股票，做一波短差收益。,,,
